servers,workload,cpu,energy,temperature,efficiency
2,27.62,100.0,271.04,43.14,77.75
2,27.98,100.0,271.18,43.05,77.91
2,28.4,100.0,271.31,43.07,78.04
2,28.87,100.0,271.41,43.17,78.15
2,29.41,100.0,271.5,43.02,78.38
2,29.92,100.0,271.57,43.07,78.52
2,30.38,100.0,271.64,43.05,78.66
2,30.63,100.0,271.69,43.04,78.73
2,30.96,100.0,271.74,43.16,78.78
2,31.43,100.0,271.78,43.27,78.86
2,31.87,100.0,271.81,43.17,79.02
2,32.21,100.0,271.84,43.3,79.05
2,32.62,100.0,271.86,43.34,79.14
2,32.85,100.0,271.88,43.31,79.21
2,33.22,100.0,271.9,43.14,79.38
2,33.51,100.0,271.92,43.15,79.44
2,33.83,100.0,271.93,43.18,79.51
2,34.05,100.0,271.94,43.15,79.57
2,34.35,100.0,271.95,43.2,79.62
2,34.66,100.0,271.96,43.21,79.69
2,34.97,100.0,271.96,43.15,79.78
2,35.12,100.0,271.97,43.35,79.73
2,35.19,100.0,271.97,43.21,79.8
2,35.41,100.0,271.98,43.26,79.83
2,35.46,100.0,271.98,43.4,79.78
2,35.48,100.0,271.98,43.29,79.83
2,35.6,100.0,271.99,43.34,79.84
2,35.78,100.0,271.99,43.39,79.85
2,35.79,100.0,271.99,43.39,79.85
2,35.81,100.0,271.99,43.28,79.91
2,35.72,100.0,271.99,43.14,79.94
2,35.52,100.0,271.99,43.12,79.91
2,35.38,100.0,271.99,43.1,79.89
2,35.23,100.0,272.0,43.17,79.83
2,35.03,100.0,272.0,43.34,79.71
2,34.72,100.0,272.0,43.15,79.72
2,34.57,100.0,272.0,43.09,79.71
2,34.47,100.0,272.0,43.06,79.7
2,34.22,100.0,272.0,43.24,79.57
2,33.91,100.0,272.0,43.19,79.52
2,33.64,100.0,272.0,43.15,79.47
2,33.3,100.0,272.0,43.28,79.34
2,33.01,100.0,272.0,43.26,79.27
2,32.72,100.0,272.0,43.16,79.24
2,32.18,100.0,272.0,43.16,79.1
2,31.76,100.0,272.0,43.3,78.93
2,31.24,100.0,272.0,43.28,78.8
2,30.9,100.0,272.0,43.28,78.7
2,30.57,100.0,272.0,43.3,78.6
2,30.14,100.0,272.0,43.29,78.47
2,29.74,100.0,272.0,43.32,78.34
2,29.28,100.0,272.0,43.32,78.2
2,28.78,100.0,272.0,43.32,78.03
2,28.38,100.0,272.0,43.36,77.88
2,27.95,100.0,272.0,43.4,77.72
2,27.47,100.0,272.0,43.37,77.56
2,26.99,100.0,272.0,43.42,77.37
2,26.48,100.0,272.0,43.33,77.21
2,25.88,100.0,272.0,43.14,77.05
2,25.36,100.0,272.0,43.1,76.85
2,24.94,100.0,272.0,43.13,76.66
2,24.39,100.0,272.0,43.09,76.43
2,23.91,100.0,272.0,43.24,76.14
2,23.4,100.0,272.0,43.2,75.91
2,22.82,100.0,272.0,43.21,75.61
2,22.36,100.0,272.0,43.35,75.31
2,21.89,100.0,272.0,43.57,74.95
2,21.41,100.0,272.0,43.64,74.64
2,20.89,100.0,272.0,43.65,74.33
2,20.5,100.0,272.0,43.65,74.08
2,20.1,99.82,271.96,43.66,73.84
2,19.73,99.1,271.76,43.76,73.63
2,19.37,99.13,271.6,43.77,73.38
2,18.89,98.39,271.3,43.78,73.13
2,18.49,97.92,270.94,43.67,72.93
2,18.07,96.13,270.23,43.76,72.81
2,17.55,95.12,269.39,43.77,72.53
2,17.17,93.43,268.31,43.9,72.4
2,16.81,92.18,267.1,43.83,72.32
2,16.57,90.75,265.75,43.81,72.35
2,16.45,89.24,264.27,43.84,72.49
2,16.11,87.91,262.71,43.81,72.42
2,15.83,87.19,261.22,43.74,72.34
2,15.58,85.75,259.63,43.64,72.4
2,15.45,84.43,257.98,43.63,72.53
2,15.23,83.37,256.34,43.62,72.52
2,15.1,81.92,254.62,43.59,72.68
2,15.06,80.67,252.88,43.63,72.89
2,14.97,80.13,251.28,43.6,72.97
2,14.82,79.71,249.82,43.69,72.91
2,14.85,78.72,248.36,43.78,73.12
2,14.7,78.31,247.03,43.7,73.12
2,14.61,78.06,245.84,43.85,73.07
2,14.6,77.37,244.67,43.83,73.23
2,14.73,77.31,243.66,43.77,73.48
2,14.87,76.89,242.71,43.65,73.8
2,14.97,76.21,241.76,43.7,74.03
2,15.11,76.08,240.91,43.68,74.26
2,15.29,76.2,240.22,43.54,74.54
2,15.55,76.42,239.68,43.42,74.86
2,15.68,76.32,239.2,43.28,75.09
2,15.75,76.83,238.91,43.3,75.11
2,16.01,77.03,238.7,43.25,75.36
2,16.47,77.81,238.7,43.06,75.77
2,16.76,78.27,238.81,42.98,75.99
2,17.02,78.94,239.05,42.95,76.12
2,17.32,80.42,239.59,42.93,76.17
2,17.7,81.66,240.32,42.96,76.26
2,18.09,83.16,241.29,43.03,76.29
2,18.64,84.43,242.39,43.06,76.46
2,18.87,85.98,243.68,43.06,76.37
2,19.4,87.39,245.09,43.07,76.47
2,19.81,89.28,246.71,43.19,76.37
2,20.19,90.9,248.46,43.04,76.39
2,20.72,92.75,250.36,43.12,76.36
2,21.22,94.81,252.44,43.11,76.3
2,21.69,96.89,254.67,43.14,76.19
2,22.19,99.19,257.09,43.11,76.08
2,22.62,100.0,259.32,43.04,76.14
2,23.01,100.0,261.22,43.08,76.23
2,23.49,100.0,262.84,43.14,76.37
2,24.02,100.0,264.21,43.18,76.55
2,24.57,100.0,265.38,43.23,76.72
2,25.1,100.0,266.38,43.26,76.9
2,25.61,100.0,267.22,43.24,77.08
2,26.09,100.0,267.94,43.26,77.24
2,26.71,100.0,268.55,43.36,77.42
2,27.19,100.0,269.06,43.38,77.57
2,27.64,100.0,269.5,43.43,77.69
2,28.12,100.0,269.88,43.37,77.87
2,28.67,100.0,270.2,43.39,78.03
2,29.18,100.0,270.47,43.34,78.21
2,29.69,100.0,270.7,43.48,78.3
2,30.18,100.0,270.89,43.48,78.44
2,30.56,100.0,271.06,43.42,78.57
2,30.96,100.0,271.2,43.52,78.64
2,31.45,100.0,271.32,43.63,78.73
2,31.81,100.0,271.42,43.71,78.79
2,32.23,100.0,271.51,43.64,78.93
2,32.55,100.0,271.58,43.6,79.02
2,32.88,100.0,271.65,43.69,79.07
2,33.19,100.0,271.7,43.78,79.11
2,33.52,100.0,271.74,43.93,79.12
2,33.78,100.0,271.78,44.02,79.15
2,34.08,100.0,271.81,43.99,79.23
2,34.36,100.0,271.84,44.14,79.23
2,34.55,100.0,271.87,44.23,79.23
2,34.78,100.0,271.89,44.41,79.21
2,34.91,100.0,271.9,44.33,79.27
2,35.05,100.0,271.92,44.36,79.29
2,35.23,100.0,271.93,44.33,79.34
2,35.23,100.0,271.94,44.42,79.31
2,35.22,100.0,271.95,44.43,79.3
2,35.42,100.0,271.96,44.44,79.34
2,35.42,100.0,271.96,44.56,79.28
2,35.57,100.0,271.97,44.57,79.31
2,35.67,100.0,271.97,44.56,79.34
2,35.81,100.0,271.98,44.58,79.36
2,35.92,100.0,271.98,44.53,79.4
2,35.97,100.0,271.98,44.65,79.37
2,36.06,100.0,271.99,44.67,79.37
2,36.07,100.0,271.99,44.65,79.39
2,36.13,100.0,271.99,44.55,79.44
2,36.03,100.0,271.99,44.53,79.43
2,36.04,100.0,271.99,44.49,79.45
2,35.95,100.0,271.99,44.38,79.47
2,35.84,100.0,271.99,44.37,79.46
2,35.81,100.0,272.0,44.26,79.5
2,35.7,100.0,272.0,44.16,79.51
2,35.63,100.0,272.0,44.04,79.55
2,35.47,100.0,272.0,44.11,79.49
2,35.3,100.0,272.0,44.14,79.43
2,35.14,100.0,272.0,44.12,79.41
2,35.04,100.0,272.0,44.19,79.36
2,34.85,100.0,272.0,44.23,79.3
2,34.78,100.0,272.0,44.32,79.24
2,34.57,100.0,272.0,44.37,79.18
2,34.47,100.0,272.0,44.35,79.16
2,34.17,100.0,272.0,44.32,79.11
2,33.98,100.0,272.0,44.32,79.06
2,33.8,100.0,272.0,44.31,79.02
2,33.64,100.0,272.0,44.32,78.98
2,33.4,100.0,272.0,44.09,79.02
2,33.2,100.0,272.0,44.11,78.96
2,33.12,100.0,272.0,44.1,78.95
2,32.85,100.0,272.0,44.2,78.83
2,32.7,100.0,272.0,44.21,78.79
2,32.4,100.0,272.0,44.28,78.69
2,32.17,100.0,272.0,44.23,78.65
2,31.92,100.0,272.0,44.13,78.62
2,31.92,100.0,272.0,44.19,78.6
2,31.78,100.0,272.0,44.19,78.56
2,31.6,100.0,272.0,44.21,78.51
2,31.48,100.0,272.0,44.19,78.48
2,31.4,100.0,272.0,44.14,78.48
2,31.22,100.0,272.0,44.15,78.43
2,31.13,100.0,272.0,44.17,78.39
2,30.95,100.0,272.0,44.24,78.31
2,30.82,100.0,272.0,44.17,78.3
2,30.7,100.0,272.0,44.22,78.25
2,30.6,100.0,272.0,44.28,78.19
2,30.56,100.0,272.0,44.26,78.19
2,30.58,100.0,272.0,44.13,78.25
2,30.7,100.0,272.0,44.34,78.2
2,30.64,100.0,272.0,44.28,78.21
2,30.66,100.0,272.0,44.3,78.2
2,30.75,100.0,272.0,44.28,78.24
2,30.76,100.0,272.0,44.26,78.25
2,30.88,100.0,272.0,44.15,78.33
2,31.04,100.0,272.0,44.16,78.37
2,31.28,100.0,272.0,44.15,78.44
2,31.46,100.0,272.0,44.2,78.47
2,31.7,100.0,272.0,44.2,78.54
2,31.83,100.0,272.0,44.15,78.59
2,32.09,100.0,272.0,44.22,78.63
2,32.42,100.0,272.0,44.26,78.7
2,32.68,100.0,272.0,44.24,78.78
2,33.02,100.0,272.0,44.2,78.88
2,33.38,100.0,272.0,44.27,78.94
2,33.76,100.0,272.0,44.35,79.0
2,34.17,100.0,272.0,44.28,79.13
2,34.55,100.0,272.0,44.28,79.21
2,34.96,100.0,272.0,44.26,79.31
2,35.47,100.0,272.0,44.16,79.46
2,35.94,100.0,272.0,44.17,79.56
2,36.44,100.0,272.0,44.14,79.68
2,37.03,100.0,272.0,44.17,79.78
2,37.57,100.0,272.0,44.1,79.92
2,38.24,100.0,272.0,44.15,80.02
2,38.86,100.0,272.0,44.12,80.15
2,39.46,100.0,272.0,44.17,80.24
2,40.15,100.0,272.0,44.03,80.41
2,40.87,100.0,272.0,44.03,80.53
2,41.51,100.0,272.0,44.05,80.62
2,42.13,100.0,272.0,44.06,80.72
2,42.83,100.0,272.0,44.15,80.79
2,43.6,100.0,272.0,44.29,80.84
2,44.4,100.0,272.0,44.23,80.98
2,45.09,100.0,272.0,44.26,81.06
2,45.8,100.0,272.0,44.34,81.12
2,46.65,100.0,272.0,44.29,81.25
2,47.42,100.0,272.0,44.21,81.38
2,48.21,100.0,272.0,44.24,81.46
2,49.07,100.0,272.0,44.11,81.61
2,49.87,100.0,272.0,44.05,81.72
2,50.61,100.0,272.0,43.9,81.87
2,51.32,100.0,272.0,43.91,81.94
2,52.05,100.0,272.0,43.8,82.06
2,52.78,100.0,272.0,43.73,82.16
2,53.38,100.0,272.0,43.67,82.24
2,53.88,100.0,272.0,43.66,82.3
2,54.37,100.0,272.0,43.71,82.32
2,54.81,100.0,272.0,43.7,82.36
2,55.23,100.0,272.0,43.69,82.41
2,55.55,100.0,272.0,43.71,82.43
2,55.87,100.0,272.0,43.79,82.42
2,56.16,100.0,272.0,43.9,82.4
2,56.51,100.0,272.0,43.94,82.41
2,56.77,100.0,272.0,43.95,82.43
2,57.05,100.0,272.0,43.96,82.45
2,57.23,100.0,272.0,44.04,82.43
2,57.38,100.0,272.0,43.99,82.46
2,57.51,100.0,272.0,43.87,82.53
2,57.62,100.0,272.0,43.98,82.49
2,57.71,100.0,272.0,43.98,82.5
2,57.82,100.0,272.0,43.94,82.52
2,57.75,100.0,272.0,43.9,82.53
2,57.68,100.0,272.0,43.86,82.54
2,57.78,100.0,272.0,43.79,82.58
2,57.66,100.0,272.0,43.78,82.58
2,57.5,100.0,272.0,43.82,82.54
2,57.44,100.0,272.0,43.78,82.56
2,57.22,100.0,272.0,43.78,82.54
2,56.97,100.0,272.0,43.83,82.49
2,56.73,100.0,272.0,43.86,82.46
2,56.54,100.0,272.0,43.81,82.47
2,56.15,100.0,272.0,43.71,82.48
2,55.7,100.0,272.0,43.66,82.46
2,55.27,100.0,272.0,43.64,82.43
2,54.95,100.0,272.0,43.63,82.4
2,54.48,100.0,272.0,43.58,82.38
2,54.0,100.0,272.0,43.42,82.41
2,53.49,100.0,272.0,43.36,82.39
2,52.92,100.0,272.0,43.41,82.31
2,52.41,100.0,272.0,43.37,82.28
2,51.84,100.0,272.0,43.41,82.2
2,51.26,100.0,272.0,43.41,82.14
2,50.75,100.0,272.0,43.45,82.07
2,50.2,100.0,272.0,43.43,82.02
2,49.49,100.0,272.0,43.4,81.95
2,48.68,100.0,272.0,43.34,81.89
2,47.99,100.0,272.0,43.23,81.86
2,47.22,100.0,272.0,43.2,81.78
2,46.37,100.0,272.0,43.23,81.66
2,45.53,100.0,272.0,43.13,81.59
2,44.76,100.0,272.0,43.21,81.46
2,44.03,100.0,272.0,43.23,81.35
2,43.27,100.0,272.0,43.38,81.17
2,42.34,100.0,272.0,43.28,81.08
2,41.41,100.0,272.0,43.24,80.95
2,40.49,100.0,272.0,43.35,80.76
2,39.56,100.0,272.0,43.28,80.63
2,38.53,100.0,272.0,43.2,80.48
2,37.52,100.0,272.0,43.2,80.29
2,36.6,100.0,272.0,43.24,80.09
2,35.59,100.0,272.0,43.17,79.91
2,34.64,100.0,272.0,43.14,79.71
2,33.71,100.0,272.0,43.05,79.53
2,32.82,100.0,272.0,43.01,79.33
2,31.83,100.0,272.0,43.08,79.04
2,30.82,100.0,272.0,43.02,78.78
2,29.94,100.0,272.0,43.0,78.54
2,28.98,100.0,272.0,43.1,78.19
2,28.17,100.0,272.0,43.27,77.85
2,27.38,100.0,272.0,43.34,77.55
2,26.53,100.0,272.0,43.44,77.18
2,25.74,100.0,272.0,43.35,76.9
2,24.92,100.0,272.0,43.29,76.58
2,24.22,100.0,272.0,43.32,76.26
2,23.62,100.0,272.0,43.31,75.97
2,22.97,100.0,272.0,43.36,75.63
2,22.18,100.0,272.0,43.37,75.2
2,21.61,100.0,272.0,43.52,74.82
2,20.99,100.0,272.0,43.51,74.45
2,20.39,100.0,272.0,43.6,74.03
2,19.81,99.74,271.94,43.55,73.69
2,19.4,99.47,271.83,43.77,73.35
2,18.92,99.04,271.64,43.91,73.0
2,18.47,97.68,271.17,43.83,72.87
2,18.01,96.77,270.57,43.94,72.59
2,17.44,95.33,269.73,44.09,72.26
2,17.02,93.94,268.71,44.13,72.09
2,16.71,92.18,267.45,44.21,72.05
2,16.37,91.05,266.12,44.35,71.87
2,16.04,89.47,264.63,44.18,71.89
2,15.76,87.96,263.03,44.33,71.82
2,15.57,85.94,261.21,44.38,71.96
2,15.4,84.74,259.39,44.3,72.06
2,15.17,83.45,257.56,44.35,72.06
2,15.01,82.22,255.73,44.19,72.21
2,14.85,81.21,253.94,44.01,72.35
2,14.77,80.13,252.18,43.97,72.53
2,14.61,79.39,250.51,44.06,72.5
2,14.72,78.7,248.94,44.04,72.83
2,14.65,77.94,247.44,43.92,72.99
2,14.72,77.93,246.16,43.94,73.14
2,14.79,77.83,245.04,43.87,73.35
2,14.89,77.12,243.94,43.86,73.62
2,15.0,76.81,242.93,43.68,73.92
2,15.16,76.63,242.03,43.72,74.16
2,15.39,76.83,241.31,43.78,74.4
2,15.58,76.73,240.68,43.82,74.62
2,15.83,77.59,240.34,43.71,74.83
2,16.09,77.94,240.12,43.6,75.09
2,16.32,78.74,240.12,43.64,75.19
2,16.64,79.88,240.38,43.74,75.28
2,16.93,80.59,240.75,43.81,75.39
2,17.42,81.35,241.24,43.63,75.75
2,17.76,82.61,241.95,43.7,75.79
2,18.09,83.73,242.79,43.8,75.81
2,18.58,85.54,243.92,43.7,75.94
2,18.98,87.59,245.34,43.72,75.88
2,19.23,88.92,246.85,43.72,75.81
2,19.73,90.63,248.51,43.75,75.83
2,20.26,91.73,250.17,43.65,75.99
2,20.8,93.39,251.96,43.67,76.02
2,21.17,95.18,253.88,43.62,75.95
2,21.64,97.06,255.94,43.76,75.82
2,22.06,99.46,258.22,43.79,75.65
2,22.57,100.0,260.29,43.79,75.76
2,23.14,100.0,262.05,43.8,75.96
2,23.51,100.0,263.54,43.85,76.06
2,23.94,100.0,264.81,43.93,76.17
2,24.43,100.0,265.89,43.9,76.36
2,24.86,100.0,266.8,43.92,76.5
2,25.42,100.0,267.58,43.96,76.69
2,25.87,100.0,268.25,43.92,76.87
2,26.38,100.0,268.81,43.95,77.03
2,26.81,100.0,269.29,43.98,77.16
2,27.36,100.0,269.69,44.01,77.34
2,27.9,100.0,270.04,43.9,77.56
2,28.44,100.0,270.33,43.92,77.73
2,28.89,100.0,270.58,43.87,77.89
2,29.45,100.0,270.8,43.83,78.08
2,29.87,100.0,270.98,43.88,78.18
2,30.32,100.0,271.13,43.85,78.32
2,30.74,100.0,271.26,43.88,78.42
2,31.23,100.0,271.37,43.92,78.55
2,31.63,100.0,271.47,43.95,78.64
2,32.09,100.0,271.55,43.85,78.8
2,32.45,100.0,271.61,43.98,78.84
2,32.88,100.0,271.67,43.88,78.99
2,33.21,100.0,271.72,43.87,79.07
2,33.59,100.0,271.76,43.78,79.2
2,33.83,100.0,271.8,43.7,79.29
2,34.13,100.0,271.83,43.72,79.35
2,34.35,100.0,271.85,43.73,79.4
2,34.47,100.0,271.88,43.58,79.49
2,34.55,100.0,271.89,43.57,79.51
2,34.66,100.0,271.91,43.48,79.57
2,34.85,100.0,271.92,43.41,79.65
2,34.97,100.0,271.94,43.53,79.62
2,35.06,100.0,271.95,43.59,79.62
2,35.25,100.0,271.95,43.6,79.65
2,35.28,100.0,271.96,43.63,79.65
2,35.32,100.0,271.97,43.65,79.65
2,35.21,100.0,271.97,43.65,79.62
2,35.23,100.0,271.98,43.69,79.61
2,35.11,100.0,271.98,43.64,79.6
2,35.09,100.0,271.98,43.56,79.63
2,35.05,100.0,271.99,43.65,79.59
2,34.98,100.0,271.99,43.72,79.54
2,34.88,100.0,271.99,43.69,79.53
2,34.66,100.0,271.99,43.6,79.52
2,34.51,100.0,271.99,43.51,79.53
2,34.37,100.0,271.99,43.53,79.48
2,34.17,100.0,271.99,43.5,79.45
2,33.97,100.0,272.0,43.54,79.39
2,33.58,100.0,272.0,43.68,79.23
2,33.21,100.0,272.0,43.61,79.17
2,32.91,100.0,272.0,43.58,79.11
2,32.5,100.0,272.0,43.54,79.02
2,32.18,100.0,272.0,43.45,78.98
2,31.74,100.0,272.0,43.48,78.85
2,31.28,100.0,272.0,43.43,78.74
2,30.88,100.0,272.0,43.48,78.61
2,30.51,100.0,272.0,43.42,78.53
2,30.2,100.0,272.0,43.4,78.44
2,29.62,100.0,272.0,43.35,78.29
2,29.09,100.0,272.0,43.32,78.13
2,28.61,100.0,272.0,43.3,77.99
2,28.16,100.0,272.0,43.28,77.84
2,27.54,100.0,272.0,43.18,77.67
2,27.12,100.0,272.0,43.21,77.5
2,26.55,100.0,272.0,43.22,77.28
2,26.01,100.0,272.0,43.19,77.08
2,25.55,100.0,272.0,43.34,76.83
2,25.15,100.0,272.0,43.33,76.67
2,24.68,100.0,272.0,43.36,76.45
2,24.13,100.0,272.0,43.42,76.17
2,23.58,100.0,272.0,43.44,75.9
2,23.04,100.0,272.0,43.44,75.63
2,22.53,100.0,272.0,43.37,75.39
2,21.99,100.0,272.0,43.32,75.11
2,21.47,100.0,272.0,43.21,74.87
2,20.92,100.0,272.0,43.16,74.55
2,20.33,100.0,272.0,43.18,74.16
2,19.88,99.37,271.86,43.19,73.94
2,19.54,99.06,271.67,43.1,73.79
2,19.07,98.64,271.41,43.14,73.49
2,18.65,98.4,271.14,43.26,73.16
2,18.31,97.45,270.69,43.38,72.99
2,17.96,96.18,270.03,43.38,72.89
2,17.63,94.46,269.08,43.42,72.85
2,17.33,93.19,267.99,43.38,72.82
2,16.87,91.81,266.75,43.18,72.72
2,16.68,90.64,265.43,43.17,72.76
2,16.39,89.27,264.0,43.22,72.71
2,16.19,88.06,262.51,43.2,72.75
2,15.92,87.03,261.02,43.2,72.7
2,15.65,85.48,259.4,43.09,72.75
2,15.41,84.53,257.81,42.92,72.79
2,15.18,83.03,256.12,43.05,72.77
2,15.1,82.01,254.45,43.01,72.93
2,14.93,80.58,252.71,42.96,73.04
2,14.8,79.57,251.01,42.93,73.14
2,14.64,78.37,249.29,43.04,73.17
2,14.53,77.6,247.66,43.12,73.21
2,14.49,77.07,246.15,43.02,73.37
2,14.72,77.14,244.88,43.06,73.7
2,14.79,76.49,243.66,43.12,73.92
2,14.79,75.99,242.51,43.0,74.11
2,14.82,75.73,241.47,43.04,74.23
2,14.94,75.92,240.63,43.09,74.36
2,15.02,76.04,239.95,43.02,74.52
2,15.27,76.25,239.41,42.95,74.81
2,15.53,76.84,239.09,42.89,75.05
2,15.72,76.98,238.84,43.0,75.19
2,15.96,77.53,238.76,43.01,75.35
2,16.33,78.5,238.91,43.03,75.56
2,16.57,79.14,239.18,43.03,75.68
2,16.86,79.81,239.56,43.08,75.8
2,17.06,81.22,240.2,43.11,75.75
2,17.45,81.84,240.88,43.09,75.96
2,17.79,83.21,241.77,43.01,76.05
2,18.11,84.77,242.88,42.95,76.06
2,18.39,85.75,244.04,42.91,76.1
2,18.82,86.96,245.3,42.96,76.17
2,19.33,88.74,246.77,42.9,76.24
2,19.8,89.76,248.25,42.8,76.4
2,20.37,91.58,249.92,42.81,76.44
2,20.79,93.3,251.73,42.84,76.39
2,21.35,95.18,253.68,42.67,76.46
2,21.83,97.23,255.81,42.8,76.32
2,22.24,99.56,258.14,42.89,76.11
2,22.78,100.0,260.22,43.02,76.19
2,23.2,100.0,261.98,43.03,76.32
2,23.64,100.0,263.49,43.02,76.47
2,24.3,100.0,264.76,42.98,76.73
2,24.92,100.0,265.85,42.96,76.97
2,25.4,100.0,266.77,43.02,77.11
2,25.9,100.0,267.56,42.96,77.3
2,26.44,100.0,268.22,43.03,77.46
2,27.03,100.0,268.79,43.06,77.65
2,27.36,100.0,269.27,43.03,77.76
2,27.74,100.0,269.68,43.14,77.84
2,28.27,100.0,270.03,43.2,77.98
2,28.78,100.0,270.32,43.23,78.13
2,29.33,100.0,270.58,43.15,78.33
2,29.76,100.0,270.79,43.09,78.48
2,30.23,100.0,270.97,43.07,78.63
2,30.7,100.0,271.13,43.11,78.74
2,31.22,100.0,271.26,42.93,78.96
2,31.47,100.0,271.37,42.79,79.08
2,31.91,100.0,271.46,42.83,79.18
2,32.22,100.0,271.54,42.9,79.23
2,32.42,100.0,271.61,42.9,79.29
2,32.82,100.0,271.67,42.84,79.41
2,33.14,100.0,271.72,42.81,79.5
2,33.47,100.0,271.76,42.81,79.58
2,33.7,100.0,271.8,42.76,79.65
2,33.91,100.0,271.83,42.77,79.7
2,34.15,100.0,271.85,42.69,79.79
2,34.37,100.0,271.88,42.66,79.85
2,34.58,100.0,271.89,42.72,79.88
2,34.79,100.0,271.91,42.85,79.87
2,34.97,100.0,271.92,42.91,79.88
2,35.12,100.0,271.94,42.8,79.96
2,35.22,100.0,271.94,42.82,79.98
2,35.33,100.0,271.95,42.73,80.04
2,35.34,100.0,271.96,42.63,80.08
2,35.47,100.0,271.97,42.54,80.15
2,35.45,100.0,271.97,42.56,80.13
2,35.44,100.0,271.98,42.49,80.16
2,35.32,100.0,271.98,42.36,80.19
2,35.3,100.0,271.98,42.25,80.23
2,35.12,100.0,271.98,42.21,80.21
2,34.87,100.0,271.99,42.25,80.14
2,34.73,100.0,271.99,42.21,80.12
2,34.47,100.0,271.99,42.14,80.09
2,34.2,100.0,271.99,42.07,80.06
2,34.05,100.0,271.99,42.08,80.02
2,33.72,100.0,271.99,42.14,79.92
2,33.5,100.0,272.0,42.01,79.92
2,33.27,100.0,272.0,41.96,79.88
2,32.9,100.0,272.0,41.91,79.81
2,32.49,100.0,272.0,41.99,79.67
2,32.11,100.0,272.0,41.94,79.59
2,31.65,100.0,272.0,41.98,79.46
2,31.19,100.0,272.0,41.93,79.35
2,30.73,100.0,272.0,41.91,79.23
2,30.21,100.0,272.0,41.89,79.08
2,29.73,100.0,272.0,41.97,78.9
2,29.3,100.0,272.0,42.02,78.75
2,29.0,100.0,272.0,41.99,78.67
2,28.62,100.0,272.0,42.01,78.53
2,28.21,100.0,272.0,41.97,78.41
2,27.74,100.0,272.0,41.89,78.28
2,27.21,100.0,272.0,41.91,78.08
2,26.65,100.0,272.0,41.91,77.87
2,26.15,100.0,272.0,41.87,77.69
2,25.55,100.0,272.0,41.91,77.43
2,24.98,100.0,272.0,41.95,77.17
2,24.54,100.0,272.0,41.86,77.01
2,24.05,100.0,272.0,41.73,76.84
2,23.58,100.0,272.0,41.69,76.63
2,23.1,100.0,272.0,41.68,76.4
2,22.59,100.0,272.0,41.71,76.12
2,22.15,100.0,272.0,41.69,75.89
2,21.75,100.0,272.0,41.8,75.62
2,21.28,100.0,272.0,41.74,75.36
2,20.89,100.0,272.0,41.78,75.11
2,20.47,100.0,272.0,41.86,74.81
2,20.0,100.0,272.0,41.84,74.51
2,19.6,99.53,271.89,41.69,74.36
2,19.14,98.63,271.6,41.56,74.2
2,18.68,98.13,271.24,41.59,73.92
2,18.36,96.81,270.64,41.51,73.89
2,17.98,95.7,269.87,41.31,73.84
2,17.71,94.53,268.96,41.39,73.76
2,17.36,93.14,267.87,41.48,73.65
2,16.97,91.83,266.65,41.45,73.54
2,16.6,90.33,265.28,41.48,73.44
2,16.37,89.29,263.88,41.48,73.42
2,16.13,87.92,262.38,41.48,73.44
2,15.87,86.7,260.83,41.5,73.41
2,15.64,85.78,259.31,41.55,73.36
2,15.46,84.58,257.74,41.52,73.42
2,15.35,83.45,256.16,41.68,73.47
2,15.2,82.54,254.61,41.78,73.48
2,15.08,81.52,253.06,41.89,73.52
2,15.03,80.47,251.51,41.95,73.67
2,15.0,79.32,249.93,41.99,73.87
2,15.05,78.4,248.38,42.17,74.06
2,15.08,78.12,247.0,42.12,74.23
2,15.25,77.81,245.76,42.12,74.53
2,15.29,77.41,244.61,42.09,74.71
2,15.24,77.74,243.71,42.18,74.64
2,15.24,77.32,242.85,42.05,74.81
2,15.52,77.29,242.11,42.05,75.15
2,15.58,77.29,241.49,42.04,75.25
2,15.73,77.04,240.9,42.08,75.45
2,15.94,77.01,240.39,42.03,75.71
2,16.11,77.77,240.13,42.08,75.77
2,16.38,78.15,239.99,42.03,76.0
2,16.71,79.23,240.12,41.95,76.18
2,16.91,79.64,240.32,42.01,76.27
2,17.18,80.51,240.69,41.97,76.39
2,17.58,81.37,241.19,41.99,76.56
2,17.97,82.96,241.98,42.11,76.57
2,18.34,83.98,242.88,42.1,76.67
2,18.67,85.81,244.05,42.0,76.67
2,19.08,87.36,245.4,41.96,76.71
2,19.58,89.29,246.98,41.86,76.77
2,19.99,90.59,248.62,41.9,76.78
2,20.34,92.19,250.37,42.03,76.66
2,20.68,93.56,252.16,42.02,76.61
2,21.16,95.41,254.11,42.18,76.51
2,21.7,97.44,256.21,42.3,76.41
2,22.25,99.02,258.36,42.31,76.42
2,22.72,100.0,260.41,42.25,76.47
2,23.21,100.0,262.15,42.41,76.57
2,23.71,100.0,263.62,42.38,76.76
2,24.23,100.0,264.88,42.39,76.94
2,24.74,100.0,265.95,42.42,77.12
2,25.19,100.0,266.86,42.3,77.32
2,25.75,100.0,267.63,42.18,77.57
2,26.2,100.0,268.28,42.07,77.77
2,26.67,100.0,268.84,42.14,77.9
2,27.21,100.0,269.32,42.11,78.09
2,27.69,100.0,269.72,42.11,78.25
2,28.28,100.0,270.06,42.13,78.43
2,28.83,100.0,270.35,42.12,78.61
2,29.33,100.0,270.6,42.06,78.79
2,29.73,100.0,270.81,42.0,78.93
